Countrycode;AirQualityStation;AirQualityStationEoICode;AirPollutant;AveragingTime;Concentration;UnitOfMeasurement;DatetimeBegin;DatetimeEnd;Validity;Verification
DE;STA.DE_DEBB007;DEBB007;O3;hour;11.1;µg/m3;2013-07-05 22:00:00 +01:00;2013-07-05 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;16.79;µg/m3;2013-07-06 00:00:00 +01:00;2013-07-06 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;9.9;µg/m3;2013-07-06 01:00:00 +01:00;2013-07-06 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;10.55;µg/m3;2013-07-06 04:00:00 +01:00;2013-07-06 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;10.53;µg/m3;2013-07-06 05:00:00 +01:00;2013-07-06 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;37.09;µg/m3;2013-07-06 07:00:00 +01:00;2013-07-06 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;46.49;µg/m3;2013-07-06 08:00:00 +01:00;2013-07-06 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;57.18;µg/m3;2013-07-06 09:00:00 +01:00;2013-07-06 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;84.8;µg/m3;2013-07-06 12:00:00 +01:00;2013-07-06 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;87.16;µg/m3;2013-07-06 13:00:00 +01:00;2013-07-06 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;89.49;µg/m3;2013-07-06 14:00:00 +01:00;2013-07-06 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;94.14;µg/m3;2013-07-06 15:00:00 +01:00;2013-07-06 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;97.17;µg/m3;2013-07-06 16:00:00 +01:00;2013-07-06 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;94.49;µg/m3;2013-07-06 18:00:00 +01:00;2013-07-06 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;86.07;µg/m3;2013-07-06 19:00:00 +01:00;2013-07-06 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.77;µg/m3;2013-07-06 21:00:00 +01:00;2013-07-06 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;67.08;µg/m3;2013-07-06 22:00:00 +01:00;2013-07-06 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.47;µg/m3;2013-07-07 00:00:00 +01:00;2013-07-07 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;33.89;µg/m3;2013-07-07 01:00:00 +01:00;2013-07-07 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;47.4;µg/m3;2013-07-07 02:00:00 +01:00;2013-07-07 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.91;µg/m3;2013-07-07 03:00:00 +01:00;2013-07-07 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;30.77;µg/m3;2013-07-07 04:00:00 +01:00;2013-07-07 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;38.71;µg/m3;2013-07-07 05:00:00 +01:00;2013-07-07 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.08;µg/m3;2013-07-07 06:00:00 +01:00;2013-07-07 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.9;µg/m3;2013-07-07 07:00:00 +01:00;2013-07-07 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.08;µg/m3;2013-07-07 08:00:00 +01:00;2013-07-07 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.65;µg/m3;2013-07-07 09:00:00 +01:00;2013-07-07 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.99;µg/m3;2013-07-07 10:00:00 +01:00;2013-07-07 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.16;µg/m3;2013-07-07 11:00:00 +01:00;2013-07-07 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.79;µg/m3;2013-07-07 12:00:00 +01:00;2013-07-07 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;81.16;µg/m3;2013-07-07 13:00:00 +01:00;2013-07-07 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;83.18;µg/m3;2013-07-07 14:00:00 +01:00;2013-07-07 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;86.01;µg/m3;2013-07-07 15:00:00 +01:00;2013-07-07 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;88.06;µg/m3;2013-07-07 16:00:00 +01:00;2013-07-07 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;87.54;µg/m3;2013-07-07 17:00:00 +01:00;2013-07-07 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;84.93;µg/m3;2013-07-07 18:00:00 +01:00;2013-07-07 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.05;µg/m3;2013-07-07 19:00:00 +01:00;2013-07-07 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.07;µg/m3;2013-07-07 20:00:00 +01:00;2013-07-07 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;47.97;µg/m3;2013-07-07 21:00:00 +01:00;2013-07-07 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.54;µg/m3;2013-07-07 22:00:00 +01:00;2013-07-07 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.6;µg/m3;2013-07-07 23:00:00 +01:00;2013-07-08 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;46.66;µg/m3;2013-07-08 00:00:00 +01:00;2013-07-08 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;51.84;µg/m3;2013-07-08 01:00:00 +01:00;2013-07-08 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;39.85;µg/m3;2013-07-08 02:00:00 +01:00;2013-07-08 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;47.07;µg/m3;2013-07-08 06:00:00 +01:00;2013-07-08 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.4;µg/m3;2013-07-08 07:00:00 +01:00;2013-07-08 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.18;µg/m3;2013-07-08 08:00:00 +01:00;2013-07-08 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.33;µg/m3;2013-07-08 09:00:00 +01:00;2013-07-08 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;87.47;µg/m3;2013-07-08 10:00:00 +01:00;2013-07-08 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;88.95;µg/m3;2013-07-08 11:00:00 +01:00;2013-07-08 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.5;µg/m3;2013-07-08 12:00:00 +01:00;2013-07-08 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.87;µg/m3;2013-07-08 13:00:00 +01:00;2013-07-08 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;95.79;µg/m3;2013-07-08 15:00:00 +01:00;2013-07-08 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.34;µg/m3;2013-07-08 18:00:00 +01:00;2013-07-08 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;83.89;µg/m3;2013-07-08 19:00:00 +01:00;2013-07-08 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.33;µg/m3;2013-07-08 22:00:00 +01:00;2013-07-08 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;44.34;µg/m3;2013-07-09 00:00:00 +01:00;2013-07-09 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;45.89;µg/m3;2013-07-09 01:00:00 +01:00;2013-07-09 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;39.41;µg/m3;2013-07-09 02:00:00 +01:00;2013-07-09 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.65;µg/m3;2013-07-09 03:00:00 +01:00;2013-07-09 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;51.84;µg/m3;2013-07-09 04:00:00 +01:00;2013-07-09 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.19;µg/m3;2013-07-09 06:00:00 +01:00;2013-07-09 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;79.5;µg/m3;2013-07-09 08:00:00 +01:00;2013-07-09 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.35;µg/m3;2013-07-09 09:00:00 +01:00;2013-07-09 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;108.84;µg/m3;2013-07-09 10:00:00 +01:00;2013-07-09 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;117.16;µg/m3;2013-07-09 17:00:00 +01:00;2013-07-09 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;96.75;µg/m3;2013-07-09 19:00:00 +01:00;2013-07-09 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.43;µg/m3;2013-07-09 20:00:00 +01:00;2013-07-09 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.83;µg/m3;2013-07-09 23:00:00 +01:00;2013-07-10 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40.67;µg/m3;2013-07-10 00:00:00 +01:00;2013-07-10 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;37.89;µg/m3;2013-07-10 06:00:00 +01:00;2013-07-10 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.37;µg/m3;2013-07-10 07:00:00 +01:00;2013-07-10 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.51;µg/m3;2013-07-10 09:00:00 +01:00;2013-07-10 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;106.39;µg/m3;2013-07-10 10:00:00 +01:00;2013-07-10 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;103.04;µg/m3;2013-07-10 11:00:00 +01:00;2013-07-10 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;89.48;µg/m3;2013-07-10 12:00:00 +01:00;2013-07-10 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;64.01;µg/m3;2013-07-10 16:00:00 +01:00;2013-07-10 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.09;µg/m3;2013-07-10 18:00:00 +01:00;2013-07-10 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;89.7;µg/m3;2013-07-10 19:00:00 +01:00;2013-07-10 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.03;µg/m3;2013-07-10 20:00:00 +01:00;2013-07-10 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;78.93;µg/m3;2013-07-10 21:00:00 +01:00;2013-07-10 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.46;µg/m3;2013-07-10 23:00:00 +01:00;2013-07-11 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.19;µg/m3;2013-07-11 00:00:00 +01:00;2013-07-11 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;46.99;µg/m3;2013-07-11 02:00:00 +01:00;2013-07-11 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40.68;µg/m3;2013-07-11 03:00:00 +01:00;2013-07-11 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;30.56;µg/m3;2013-07-11 06:00:00 +01:00;2013-07-11 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;34.47;µg/m3;2013-07-11 07:00:00 +01:00;2013-07-11 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;39.86;µg/m3;2013-07-11 08:00:00 +01:00;2013-07-11 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;41.69;µg/m3;2013-07-11 09:00:00 +01:00;2013-07-11 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.14;µg/m3;2013-07-11 10:00:00 +01:00;2013-07-11 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;56.55;µg/m3;2013-07-11 11:00:00 +01:00;2013-07-11 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.86;µg/m3;2013-07-11 13:00:00 +01:00;2013-07-11 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.61;µg/m3;2013-07-11 15:00:00 +01:00;2013-07-11 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;64.59;µg/m3;2013-07-11 16:00:00 +01:00;2013-07-11 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.57;µg/m3;2013-07-11 17:00:00 +01:00;2013-07-11 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.65;µg/m3;2013-07-11 19:00:00 +01:00;2013-07-11 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;57.84;µg/m3;2013-07-11 20:00:00 +01:00;2013-07-11 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.85;µg/m3;2013-07-11 22:00:00 +01:00;2013-07-11 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;46.17;µg/m3;2013-07-11 23:00:00 +01:00;2013-07-12 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.37;µg/m3;2013-07-12 01:00:00 +01:00;2013-07-12 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.84;µg/m3;2013-07-12 02:00:00 +01:00;2013-07-12 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;44.1;µg/m3;2013-07-12 03:00:00 +01:00;2013-07-12 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;36.57;µg/m3;2013-07-12 04:00:00 +01:00;2013-07-12 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;33.93;µg/m3;2013-07-12 06:00:00 +01:00;2013-07-12 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;39.58;µg/m3;2013-07-12 07:00:00 +01:00;2013-07-12 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40.09;µg/m3;2013-07-12 08:00:00 +01:00;2013-07-12 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;45.35;µg/m3;2013-07-12 09:00:00 +01:00;2013-07-12 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;56.64;µg/m3;2013-07-12 10:00:00 +01:00;2013-07-12 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.67;µg/m3;2013-07-12 13:00:00 +01:00;2013-07-12 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.36;µg/m3;2013-07-12 14:00:00 +01:00;2013-07-12 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.06;µg/m3;2013-07-12 16:00:00 +01:00;2013-07-12 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.07;µg/m3;2013-07-12 18:00:00 +01:00;2013-07-12 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.9;µg/m3;2013-07-12 19:00:00 +01:00;2013-07-12 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.16;µg/m3;2013-07-12 20:00:00 +01:00;2013-07-12 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;34.73;µg/m3;2013-07-12 22:00:00 +01:00;2013-07-12 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40;µg/m3;2013-07-13 07:00:00 +01:00;2013-07-13 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.5;µg/m3;2013-07-13 08:00:00 +01:00;2013-07-13 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.06;µg/m3;2013-07-13 11:00:00 +01:00;2013-07-13 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;97.19;µg/m3;2013-07-13 13:00:00 +01:00;2013-07-13 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.33;µg/m3;2013-07-13 14:00:00 +01:00;2013-07-13 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.48;µg/m3;2013-07-13 15:00:00 +01:00;2013-07-13 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;99.75;µg/m3;2013-07-13 16:00:00 +01:00;2013-07-13 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;96.34;µg/m3;2013-07-13 18:00:00 +01:00;2013-07-13 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.9;µg/m3;2013-07-13 19:00:00 +01:00;2013-07-13 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.16;µg/m3;2013-07-13 21:00:00 +01:00;2013-07-13 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.76;µg/m3;2013-07-13 22:00:00 +01:00;2013-07-13 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.51;µg/m3;2013-07-14 00:00:00 +01:00;2013-07-14 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.44;µg/m3;2013-07-14 01:00:00 +01:00;2013-07-14 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;44.53;µg/m3;2013-07-14 04:00:00 +01:00;2013-07-14 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.37;µg/m3;2013-07-14 06:00:00 +01:00;2013-07-14 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.98;µg/m3;2013-07-14 07:00:00 +01:00;2013-07-14 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.3;µg/m3;2013-07-14 08:00:00 +01:00;2013-07-14 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.91;µg/m3;2013-07-14 09:00:00 +01:00;2013-07-14 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.66;µg/m3;2013-07-14 10:00:00 +01:00;2013-07-14 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.69;µg/m3;2013-07-14 13:00:00 +01:00;2013-07-14 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;67.73;µg/m3;2013-07-14 14:00:00 +01:00;2013-07-14 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.91;µg/m3;2013-07-14 15:00:00 +01:00;2013-07-14 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.58;µg/m3;2013-07-14 16:00:00 +01:00;2013-07-14 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.05;µg/m3;2013-07-14 17:00:00 +01:00;2013-07-14 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.34;µg/m3;2013-07-14 18:00:00 +01:00;2013-07-14 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.77;µg/m3;2013-07-14 19:00:00 +01:00;2013-07-14 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.88;µg/m3;2013-07-14 20:00:00 +01:00;2013-07-14 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;67.38;µg/m3;2013-07-14 21:00:00 +01:00;2013-07-14 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.16;µg/m3;2013-07-14 22:00:00 +01:00;2013-07-14 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.81;µg/m3;2013-07-14 23:00:00 +01:00;2013-07-15 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;50.93;µg/m3;2013-07-15 00:00:00 +01:00;2013-07-15 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.74;µg/m3;2013-07-15 01:00:00 +01:00;2013-07-15 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;36.45;µg/m3;2013-07-15 02:00:00 +01:00;2013-07-15 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;31.18;µg/m3;2013-07-15 03:00:00 +01:00;2013-07-15 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;41.18;µg/m3;2013-07-15 06:00:00 +01:00;2013-07-15 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;47.34;µg/m3;2013-07-15 07:00:00 +01:00;2013-07-15 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.83;µg/m3;2013-07-15 08:00:00 +01:00;2013-07-15 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.48;µg/m3;2013-07-15 09:00:00 +01:00;2013-07-15 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;64.39;µg/m3;2013-07-15 10:00:00 +01:00;2013-07-15 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.35;µg/m3;2013-07-15 11:00:00 +01:00;2013-07-15 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.79;µg/m3;2013-07-15 12:00:00 +01:00;2013-07-15 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.73;µg/m3;2013-07-15 13:00:00 +01:00;2013-07-15 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;78.58;µg/m3;2013-07-15 14:00:00 +01:00;2013-07-15 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;80.15;µg/m3;2013-07-15 15:00:00 +01:00;2013-07-15 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.17;µg/m3;2013-07-15 20:00:00 +01:00;2013-07-15 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;33.09;µg/m3;2013-07-15 21:00:00 +01:00;2013-07-15 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;5.56;µg/m3;2013-07-16 02:00:00 +01:00;2013-07-16 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;6.04;µg/m3;2013-07-16 03:00:00 +01:00;2013-07-16 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;13.1;µg/m3;2013-07-16 05:00:00 +01:00;2013-07-16 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;54.67;µg/m3;2013-07-16 07:00:00 +01:00;2013-07-16 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.53;µg/m3;2013-07-16 08:00:00 +01:00;2013-07-16 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.95;µg/m3;2013-07-16 09:00:00 +01:00;2013-07-16 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;109.14;µg/m3;2013-07-16 10:00:00 +01:00;2013-07-16 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;116.53;µg/m3;2013-07-16 11:00:00 +01:00;2013-07-16 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.51;µg/m3;2013-07-16 20:00:00 +01:00;2013-07-16 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.14;µg/m3;2013-07-16 21:00:00 +01:00;2013-07-16 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;37.04;µg/m3;2013-07-16 22:00:00 +01:00;2013-07-16 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;16.61;µg/m3;2013-07-17 00:00:00 +01:00;2013-07-17 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;13.9;µg/m3;2013-07-17 03:00:00 +01:00;2013-07-17 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;9.01;µg/m3;2013-07-17 04:00:00 +01:00;2013-07-17 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.47;µg/m3;2013-07-17 07:00:00 +01:00;2013-07-17 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58;µg/m3;2013-07-17 08:00:00 +01:00;2013-07-17 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.3;µg/m3;2013-07-17 09:00:00 +01:00;2013-07-17 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;79.69;µg/m3;2013-07-17 10:00:00 +01:00;2013-07-17 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.94;µg/m3;2013-07-17 11:00:00 +01:00;2013-07-17 12:00:00 +01:00;1;1
