date; pm25; pm10; o3; no2; so2; co;AQI
17.06.2019;34;22;21;41;1;5;41
18.06.2019;48;22;15;37;1;6;48
19.06.2019;46;20;24;37;2;6;46
20.06.2019;39;16;28;34;1;6;39
21.06.2019;40;15;33;32;1;5;40
22.06.2019;34;30;45;20; ;6;45
23.06.2019;58;35;26;39;2;8;58
24.06.2019;58;31;27;29; ;6;58
25.06.2019;58;16;28;25; ;3;58
26.06.2019;38;20;30;30; ;3;38
27.06.2019;39;27;23;25;1;3;39
28.06.2019;45;33;56;44;1;4;56
29.06.2019;66;20;27;22;1;4;66
30.06.2019;42;15;25;18;1;3;42
01.07.2019;40;16;29;23;1;2;40
02.07.2019;58;19;24;29;1;3;58
03.07.2019;44;20;32;36; ;3;44
04.07.2019;48;22;39;44;1;3;48
05.07.2019;61;16;19;20;1;2;61
06.07.2019;50;17;24;26;6;2;50
07.07.2019;49;22;32;38;2;3;49
08.07.2019;49;20;33;41;8;3;49
09.07.2019;49;19;36;46;5;3;49
10.07.2019;50;16;26;33;1;2;50
11.07.2019;43;13;25;15;1;2;43
12.07.2019;45;15;25;19; ;2;45
13.07.2019;52;14;22;18; ;2;52
14.07.2019;46;17;28;23;1;1;46
15.07.2019;41;23;36;34;2;2;41
16.07.2019;51;25;41;60;1;3;60
17.07.2019;57;12;21;20; ;4;57
18.07.2019;36;8;15;22;1;4;36
19.07.2019;22;17;23;7; ;3;23
20.07.2019;28;12;22;15; ;4;28
21.07.2019;24;18;19;7;1;3;24
22.07.2019;36;28;49;40; ;3;49
23.07.2019;50;33;19;52;1;4;52
24.07.2019;68;34;40;37;1;4;68
25.07.2019;64;23;16;27;1;2;64
26.07.2019;54;14;14;23;3;3;54
27.07.2019;37;15;23;18;4;1;37
28.07.2019;23;17;32;14;5;2;32
29.07.2019;41;14;24;12;1;2;41
30.07.2019;61;12;17;13;1;2;61
31.07.2019;32;16;21;18; ;2;32
01.08.2019;36;23;31;20; ;2;36
02.08.2019;47;22;32;28; ;2;47
03.08.2019;54;22;39;30; ;3;54
04.08.2019;59;19;26;24;1;4;59
05.08.2019;53;21;25;25;1;2;53
06.08.2019;50;27;23;28;1;2;50
07.08.2019;50;19;25;33;1;2;50
08.08.2019;48;21;24;24; ;3;48
09.08.2019;51;23;25;18; ;2;51
10.08.2019;51;17;26;19; ;2;51
11.08.2019;48;15;21;25; ;3;48
12.08.2019;43;14;28;30; ;4;43
13.08.2019;31;11;17;29;1;3;31
14.08.2019;34;12;23;24; ;3;34
15.08.2019;34;17;16;25;1;4;34
16.08.2019;34;16;21;17; ;3;34
17.08.2019;35;16;23;15; ;4;35
18.08.2019;37;22;24;22;1;4;37
19.08.2019;38;19;30;36; ;5;38
20.08.2019;54;20;31;33;1;5;54
21.08.2019;51;21;27;35; ;5;51
22.08.2019;56;26;31;39;1;4;56
23.08.2019;65;41;57;52; ;5;65
24.08.2019;102;46;54;53; ;6;102
25.08.2019;117;37;54;53; ;6;117
26.08.2019;98;39;56;62; ;6;98
27.08.2019;96;20;26;33;1;4;96
28.08.2019;53;16;23;30;1;4;53
29.08.2019;45;20;27;31;1;3;45
30.08.2019;52;18;26;27;1;3;52
31.08.2019;55;12;24;20;1;3;55
01.09.2019;41;20;25;32;1;4;41
02.09.2019;49;18;23;32;1;3;49
03.09.2019;46;15;20;21;7;5;46
04.09.2019;44;15;23;27;11;8;44
05.09.2019;46;20;18;33;12;11;46
06.09.2019;52;14;22;20;8;8;52
07.09.2019;46;17;23;22;11;9;46
08.09.2019;48;19;20;39;7;9;48
09.09.2019;57;29;18;33;2;9;57
10.09.2019;63;19;14;30;2;8;63
11.09.2019;49;19;13;28;3;8;49
12.09.2019;51;21;24;31;1;5;51
13.09.2019;52;26;20;43;1;5;52
14.09.2019;67;22;24;30;1;5;67
15.09.2019;59;29;15;23;1;4;59
16.09.2019;66;17;22;27; ;4;66
17.09.2019;44;22;24;32; ;2;44
18.09.2019;41;23;22;42;1;2;42
19.09.2019;47;29;25;42;2;2;47
20.09.2019;53;37;21;39;2;2;53
21.09.2019;52;26;24;34;1; ;52
22.09.2019;45;19;21;31;2;1;45
23.09.2019;36;26;19;17; ;1;36
24.09.2019;29;18;18;17;1;1;29
25.09.2019;37;16;10;35;3;1;37
26.09.2019;43;18;11;34;1;1;43
27.09.2019;40;13;17;28;1;1;40
28.09.2019;34;11;19;18; ; ;34
29.09.2019;35;16;16;31;2;2;35
30.09.2019;42;18;25;29;2;1;42
01.10.2019;47;13;19;24;1;1;47
02.10.2019;43;24;21;43;4;4;43
03.10.2019;56;26;17;35;2;2;56
04.10.2019;59;19;14;27;1;1;59
05.10.2019;48;14;24;17; ; ;48
06.10.2019;45;18;19;38;3;2;45
07.10.2019;47;26;24;39;3;3;47
08.10.2019;52;19;21;39;2;4;52
09.10.2019;44;22;24;40;3;3;44
10.10.2019;45;16;23;28; ;1;45
11.10.2019;44;15;21;47;2;2;47
12.10.2019;46;16;28;33;2;2;46
13.10.2019;31;21;17;36;1;1;36
14.10.2019;41;19;18;51;4;4;51
15.10.2019;44;23;22;46;2;3;46
16.10.2019;54;21;22;58;1;3;58
17.10.2019;51;20;27;47;1;3;51
18.10.2019;49;19;22;44;2;4;49
19.10.2019;46;17;26;26;1;2;46
20.10.2019;55;14;26;26;1;1;55
21.10.2019;34;27;15;51;2;6;51
22.10.2019;43;39;5;51;2;6;51
23.10.2019;61;32;10;41;2;4;61
24.10.2019;48;20;29;35;1;2;48
25.10.2019;30;18;29;28; ;2;30
26.10.2019;45;19;19;28; ;4;45
27.10.2019;45;39;19;46;4;4;46
28.10.2019;38;17;21;41;4;3;41
29.10.2019;31;24;19;41;5;5;41
30.10.2019;45;36;7;42;5;7;45
31.10.2019;62;41;23;43;5;5;62
01.11.2019;51;29;23;29;5;5;51
02.11.2019;38;32;16;39;5;8;39
03.11.2019;58;33;14;52;6;8;58
04.11.2019;42;20;19;29;5;4;42
05.11.2019;55;30;15;46;5;8;55
06.11.2019;69;19;16;50;5;9;69
07.11.2019;42;29;10;38;7;9;42
08.11.2019;66;32;14;45;5;8;66
09.11.2019;55;22;18;42;5;7;55
10.11.2019;52;19;21;37;4;9;52
11.11.2019;37;21;18;46;4;10;46
12.11.2019;33;20;15;52;5;10;52
13.11.2019;50;17;21;61;3;8;61
14.11.2019;46;19;16;31;4;5;46
15.11.2019;50;23;8;54;4;8;54
16.11.2019;71;33;5;56;3;11;71
17.11.2019;81;16;13;31;2;7;81
18.11.2019;30;39;2;45;4;13;45
19.11.2019;72;25;17;44;3;11;72
20.11.2019;63;30;6;37;3;10;63
21.11.2019;68;22;15;36;2;8;68
22.11.2019;43;23;9;26;1;7;43
23.11.2019;57;20;12;16;1;9;57
24.11.2019;40;17;21;20;2;6;40
25.11.2019;42;11;21;21; ;6;42
26.11.2019;27;15;18;21;1;6;27
27.11.2019;38;14;22;20; ;5;38
28.11.2019;49;21;14;30; ;5;49
29.11.2019;61;26;7;39; ;6;61
30.11.2019;63;12;22;27; ;4;63
01.12.2019;34;26;9;37;2;8;37
02.12.2019;69;35;9;46;4;9;69
03.12.2019;53;45;5;52;4;10;53
04.12.2019;70;40;26;41;5;9;70
05.12.2019;48;17;23;38;2;4;48
06.12.2019;26;18;27;32;1;5;32
07.12.2019;41;15;28;25;1;4;41
08.12.2019;37;17;24;26;1;5;37
09.12.2019;37;19;25;30;1;5;37
10.12.2019;43;22;20;39;3;7;43
11.12.2019;43;22;19;41;3;6;43
12.12.2019;35;18;22;34;2;5;35
13.12.2019;38;19;29;35;1;5;38
14.12.2019;43;15;29;30;1;4;43
15.12.2019;39;20;24;40;3;5;40
16.12.2019;43;17;19;40;5;5;43
17.12.2019;54;22;18;34;3;4;54
18.12.2019;53;19;26;31;3;2;53
19.12.2019;53;15;20;39;5;4;53
20.12.2019;52;14;27;34;7;3;52
21.12.2019;42;14;23;32;7;4;42
22.12.2019;45;18;19;33;5;4;45
23.12.2019;47;17;24;30;1;3;47
24.12.2019;49;16;22;28;1;5;49
25.12.2019;49;17;23;27;1;4;49
26.12.2019;49;20;16;24;1;5;49
27.12.2019;64;23;19;29; ;5;64
28.12.2019;71;23;19;25; ;4;71
29.12.2019;70; ; ; ; ; ;70
31.12.2019; ;41;10;30;1;6;41
01.01.2020;116;16;27;27;1;3;116
02.01.2020;56;15;26;26;2;3;56
03.01.2020;45;16;14;30;1;4;45
04.01.2020;46;11;21;28;1;4;46
05.01.2020;36;9;25;9;2;4;36
06.01.2020;29;14;21;23;2;4;29
07.01.2020;41;21;19;28;2;4;41
08.01.2020;52;37;20;25;3;4;52
09.01.2020;36;12;20;28;2;5;36
10.01.2020;44;17;30;24;1;3;44
11.01.2020;31;12;27;24;3;4;31
12.01.2020;26;13;31;28;4;4;31
13.01.2020;25;9;26;15;3;2;26
14.01.2020;25;10;21;31;3;4;31
15.01.2020;37;16;20;12;2;3;37
16.01.2020;43;13;23;23;2;4;43
17.01.2020;35;20;11;30;2;6;35
18.01.2020;48;26;11;27;3;7;48
19.01.2020;49;44;1;38;5;10;49
20.01.2020;69;41; ;36;5;11;69
21.01.2020;78;30;11;31;1;5;78
22.01.2020;83;27;13;27;1;3;83
23.01.2020;68;27;9;35;3;3;68
24.01.2020;41;35;15;16;2;3;41
25.01.2020;80;27;20;15;4;3;80
26.01.2020;63;13;28;24;5;6;63
27.01.2020;44;16;28;37;6;9;44
28.01.2020;29;23;26;37;5;8;37
29.01.2020;40;15;26;31;5;7;40
30.01.2020;29;13;23;29;5;6;29
31.01.2020;24;22;29;28;5;7;29
01.02.2020;49;22;27;28;5;7;49
02.02.2020;52;24;28;30;5;7;52
03.02.2020;50;23;26;29;3;7;50
04.02.2020;45;39;8;39;4;9;45
05.02.2020;72;42;7;41;3;7;72
06.02.2020;83;41;18;34;4;6;83
07.02.2020;93;26;29;30;4;4;93
08.02.2020;55;16;32;16;5;2;55
09.02.2020;44;18;30;34;6;4;44
10.02.2020;42;21;31;30;6;6;42
11.02.2020;41;19;26;36;6;6;41
12.02.2020;41;17;32;37;8;4;41
13.02.2020;47;28;27;39;5;5;47
14.02.2020;55;12;25;24;10;2;55
15.02.2020;38;10;33;26;9;2;38
16.02.2020;36;21;30;33;7;4;36
17.02.2020;45;18;28;33;6;5;45
18.02.2020;40;20;32;40;6;5;40
19.02.2020;45;13;32;32;7;4;45
20.02.2020;34;23;33;33;5;5;34
21.02.2020;44;22;32;26;6;3;44
22.02.2020;52;13;29;23;2;3;52
23.02.2020;36;12;25;30;2;4;36
24.02.2020;34;17;27;37;4;6;37
25.02.2020;35;17;27;34;3;7;35
26.02.2020;36;16;27;33;3;6;36
27.02.2020;41;18;23;34;2;5;41
28.02.2020;44;23;30;27;3;4;44
29.02.2020;46;15;29;28;3;7;46
01.03.2020;35;13;23;31;3;5;35
02.03.2020;34;26;9;40;4;9;40
03.03.2020;54;22;20;41;4;7;54
04.03.2020;52;20;27;26;4;3;52
05.03.2020;59;28;25;33;3;5;59
06.03.2020;62;29;33;36;3;6;62
07.03.2020;60;16;33;28;3;4;60
08.03.2020;41;17;28;37;3;5;41
09.03.2020;39;10;25;30;3;3;39
10.03.2020;35;14;34;39;3;4;39
11.03.2020;30;19;27;35;3;5;35
12.03.2020;43;18;27;33;2;6;43
13.03.2020;45;13;27;21;1;4;45
14.03.2020;29;10;23;11;1;3;29
15.03.2020;23;14;12;20;1;6;23
16.03.2020;38;15;18;14;1;4;38
17.03.2020;31;19;23;16;2;3;31
18.03.2020;41;22;24;22;3;2;41
19.03.2020;57;17;27;16;3;3;57
20.03.2020;35;19;27;15;3;5;35
21.03.2020;41;20;26;14;3;5;41
22.03.2020;53;26;21;30;4;7;53
23.03.2020;59;25;34;28;3;6;59
24.03.2020;61;36;30;30;4;7;61
25.03.2020;80;47;36;21;5;6;80
26.03.2020;100;42;41;17;9;4;100
27.03.2020;90;30;40;10;5;4;90
28.03.2020;56;25;33;5;4;5;56
29.03.2020;35; ; ; ; ; ;35
31.03.2020; ;18;31;22;4;5;31
01.04.2020;52;14;32;31;7;5;52
02.04.2020;26;20;32;25;9;5;32
03.04.2020;43;21;34;19;9;4;43
04.04.2020;38;17;39;13;10;4;39
05.04.2020;33;18;33;25;7;3;33
06.04.2020;36;30;35;25;4;4;36
07.04.2020;49;52;38;28;4;3;52
08.04.2020;69;54;38;27;5;3;69
09.04.2020;57;46;38;23;4;3;57
10.04.2020;76;38;39;26;5;3;76
11.04.2020;74;29;43;19;7;3;74
12.04.2020;61;19;31;7;4;4;61
13.04.2020;46;18;32;17;4;3;46
14.04.2020;44;31;31;24;5;2;44
15.04.2020;70;51;31;25;6;2;70
16.04.2020;115;23;28;12;5;3;115
17.04.2020;50;27;24;13;6;3;50
18.04.2020;59;23;37;11;6;2;59
19.04.2020;57;31;35;13;6;2;57
20.04.2020;51;32;37;13;6;2;51
21.04.2020;42;32;41;17;6;2;42
22.04.2020;47;36;43;21;7;2;47
23.04.2020;54;35;45;20;7;2;54
24.04.2020;49;21;32;13;7;2;49
25.04.2020;34;22;41;16;8;2;41
26.04.2020;37;29;32;19;7;3;37
27.04.2020;59;12;25;16;2;2;59
28.04.2020;43;17;27;16;3;2;43
29.04.2020;43;14;27;16;3;2;43
30.04.2020;36;15;25;19;2;2;36
01.05.2020;36;12;30;18;2;2;36
02.05.2020;35;15;31;14;2;3;35
03.05.2020;48;20;34;13;1;2;48
04.05.2020;53;18;31;12; ;2;53
05.05.2020;28;24;37;16;1;2;37
06.05.2020;53;29;43;27;1;2;53
07.05.2020;58;22;47;20;1;3;58
08.05.2020;67;38;49;20;3;3;67
09.05.2020;53;27;35;8;2;2;53
10.05.2020;40;20;25;7;1;3;40
11.05.2020;28;17;29;13;1;3;29
12.05.2020;29;15;29;10;2;3;29
13.05.2020;29;13;30;12;1;3;30
14.05.2020;35;18;32;17;1;3;35
15.05.2020;35;17;32;21;2;3;35
16.05.2020;33;15;30;19;1;2;33
17.05.2020;36;16;35;23;1;2;36
18.05.2020;41;16;29;23; ;3;41
19.05.2020;33;16;36;27; ;3;36
20.05.2020;45;12;47;25;1;3;47
21.05.2020;55;19;34;16;1;2;55
22.05.2020;59;18;34;11; ;2;59
23.05.2020;46;16;30;14; ;2;46
24.05.2020;59;17;38;16; ;3;59
25.05.2020;61;18;40;21; ;3;61
26.05.2020;47;19;38;22; ;3;47
27.05.2020;37;22;30;15;1;3;37
28.05.2020;31;25;34;17;2;4;34
29.05.2020;33;25;43;12;2;3;43
30.05.2020;36;22;39;8;2;3;39
31.05.2020;31;19;42;8;3;3;42
01.06.2020;35;19;40;18;3;3;40
02.06.2020;48;24;32;22;5;3;48
03.06.2020;36;13;25;18;3;3;36
04.06.2020;27;13;27;23;5;3;27
05.06.2020;24;14;22;18;5;2;24
06.06.2020;31;12;20;16;3;3;31
07.06.2020;31;19;25;13;1;2;31
08.06.2020;33;20;31;20;1;3;33
09.06.2020;33;19;26;22;2;3;33
10.06.2020;36;16;31;14;3;3;36
11.06.2020;48;25;28;17;4;4;48
12.06.2020;64;16;31;16;4;4;64
13.06.2020;43;16;33;19;4;4;43
14.06.2020;50;12;32;24;4;4;50
15.06.2020;45;13;33;24;4;3;45
16.06.2020;42;14;29;28;4;4;42
17.06.2020;48;13;34;25;4;4;48
18.06.2020;46;15;28;19;4;3;46
19.06.2020;47;14;24;19;3;3;47
20.06.2020;37;13;22;15;4;2;37
21.06.2020;36;22;29;22;3;3;36
22.06.2020;46;23;41;28;3;3;46
23.06.2020;42;31;73;32;5;3;73
24.06.2020;55;32;71;31;6;3;71
25.06.2020;51;28;51;30;6;3;51
26.06.2020;58;11;24;15;6;4;58
27.06.2020;27;12;20;13;6;3;27
28.06.2020;25;15;24;18;5;3;25
29.06.2020;27;12;20;18;3;4;27
30.06.2020;26;12;6;17;1;5;26
01.07.2020;33;11;8;13; ;4;33
02.07.2020;29;9;14;8; ;4;29
03.07.2020;24;10;13;7;4;4;24
04.07.2020;27;13;24;8;5;4;27
05.07.2020;25;14;23;13;4;4;25
06.07.2020;35;14;24;23;5;4;35
07.07.2020;43;11;11;13;6;5;43
08.07.2020;46;13;18;12;4;5;46
09.07.2020;44;11;21;14; ;1;44
10.07.2020;39;12;25;15; ; ;39
11.07.2020;46;16;37;17; ; ;46
12.07.2020;59;15;20;18; ; ;59
13.07.2020;40;9;22;17; ;1;40
14.07.2020;39;9;18;16; ;1;39
15.07.2020;33;9;15;11; ;1;33
16.07.2020;27;16;15;19; ;1;27
17.07.2020;40;11;22;12; ;1;40
18.07.2020;44;9;23;8;1;1;44
19.07.2020;35;13;29;15; ; ;35
20.07.2020;43;12;30;10; ; ;43
21.07.2020;42;13;35;19; ;1;42
22.07.2020;38;16;39;25;1;1;39
23.07.2020;35;12;22;20;2;1;35
24.07.2020;34;9;17;14;3;1;34
25.07.2020;33;11;16;12;3;1;33
26.07.2020;29;9;17;12;3;1;29
27.07.2020;31;10;15;12;2;1;31
28.07.2020;25;15;27;21;1;2;27
29.07.2020;40;16;30;23;2;2;40
30.07.2020;41;36;52;37;3;3;52
31.07.2020;61;15;20;16;3;2;61
01.08.2020;37;13;23;14;3;2;37
02.08.2020;30;12;27;16;2;2;30
03.08.2020;31;16;29;23;3;2;31
04.08.2020;40;12;29;18;2;2;40
05.08.2020;23;13;27;25;2;2;27
06.08.2020;37;21;51;52;1;3;52
07.08.2020;65;25;55;35;1;4;65
08.08.2020;76;23;65;15; ;3;76
09.08.2020;71;31;65;28;1;3;71
10.08.2020;72;44;67;28;1;4;72
11.08.2020;104;50;70;38;2;4;104
12.08.2020;100;29;46;13;3;3;100
13.08.2020;73;19;25;12;5;3;73
14.08.2020;34;19;20;17;4;3;34
15.08.2020;53;24;21;16;14;3;53
16.08.2020;76;13;31;10;6;3;76
17.08.2020;41;12;19;16;8;3;41
18.08.2020;28;9;8;12;3;3;28
19.08.2020;28;23;23;7;4;2;28
20.08.2020;39;20;19;10;3;2;39
21.08.2020;42;17;24;12;2;2;42
22.08.2020;45;11;24;15;2;2;45
23.08.2020;38;14;22;19;2;2;38
24.08.2020;45;12;24;12;4;2;45
25.08.2020;45;13;24;14;3;2;45
26.08.2020;38;16;17;16;3;2;38
27.08.2020;48;11;24;17;3;2;48
28.08.2020;39;12;22;11;1;2;39
29.08.2020;38;16;21;10; ;2;38
30.08.2020;42;13;20;18;3;2;42
31.08.2020;43;20;23;28;1;5;43
01.09.2020;60;21;27;34;1; ;60
02.09.2020;56;16;20;23;1;1;56
03.09.2020;49;19;20;29;2;1;49
04.09.2020;47;18;18;20;1; ;47
05.09.2020;46;16;19;22;2;1;46
06.09.2020;51;17;14;21;2;1;51
07.09.2020;48;11;13;18;1; ;48
08.09.2020;42;10;11;16;2; ;42
09.09.2020;19;15;21;12;2;1;21
10.09.2020;32;18;20;14;2;2;32
11.09.2020;42;11;17;6;2;1;42
12.09.2020;30;11;20;7;1;1;30
13.09.2020;26;29;24;22;3;2;29
14.09.2020;56;49;36;35;4;2;56
15.09.2020;95;36;31;20;2;2;95
16.09.2020;78;22;26;15;1;1;78
17.09.2020;45;21;29;16;2;1;45
18.09.2020;50;17;33;10;2;1;50
19.09.2020;46;10;31;6; ;1;46
20.09.2020;36;16;19;22; ;2;36
21.09.2020;56;18;39;31;1;2;56
22.09.2020;63;9;29;22; ;1;63
23.09.2020;36;6;10;23;1;2;36
24.09.2020;20;11;21;13; ;1;21
25.09.2020;34;15;22;16; ;2;34
26.09.2020;37;13;23;11; ;1;37
27.09.2020;37;17;13;19; ;4;37
28.09.2020;51;16;12;16; ;3;51
29.09.2020;58;14;22;16;1;2;58
30.09.2020;39;10;21;24;3;5;39
01.10.2020;31;11;17;21;4;2;31
02.10.2020;33;13;23;15;4;2;33
03.10.2020;31;7;23;11;4;2;31
04.10.2020;25;13;19;15;2;3;25
05.10.2020;42;12;18;13;3;3;42
06.10.2020;39;16;16;13;1;4;39
07.10.2020;45;12;19;14;1;2;45
08.10.2020;35;17;14;21;2;6;35
09.10.2020;49;13;17;21; ;8;49
10.10.2020;37;11;18;10; ;6;37
11.10.2020;26;16;13;24;2;5;26
12.10.2020;35;13;14;13;1;4;35
13.10.2020;29;10;18;11; ;2;29
14.10.2020;32;12;13;11; ;2;32
15.10.2020;37;11;16;16; ;3;37
16.10.2020;42;10;12;14; ;2;42
17.10.2020;51;15;6;14;1;5;51
18.10.2020;62;15;25;10;3;3;62
19.10.2020;57;15;21;5;6;2;57
20.10.2020;56;11;23;9;6;2;56
21.10.2020;49;12;22;17;3;2;49
22.10.2020;56;12;21;19;2;2;56
23.10.2020;48;7;27;11;5;1;48
24.10.2020;41;7;21;13;6;1;41
25.10.2020;31;10;17;22;5;2;31
26.10.2020;48;11;18;20;5;2;48
27.10.2020;42;11;21;19;5;2;42
28.10.2020;50;10;24;20;3;4;50
29.10.2020;44;12;25;19;3;3;44
30.10.2020;48;18;24;17;4;3;48
31.10.2020;55;13;24;12;5;2;55
01.11.2020;45;11;24;17;6;4;45
02.11.2020;47;13;21;26;3;7;47
03.11.2020;48;18;10;29;3;9;48
04.11.2020;54;46;1;34;4;15;54
05.11.2020;105;46;4;31;4;12;105
06.11.2020;154;29;2;25;4;8;154
07.11.2020;98;29;2;18;4;7;98
08.11.2020;106;13;7;23;3;5;106
09.11.2020;66;16;16;23;1;5;66
10.11.2020;50;15;20;18;1;4;50
11.11.2020;49;17;24;22;1;5;49
12.11.2020;46;21;21;24;1;5;46
13.11.2020;52;17;24;14;2;3;52
14.11.2020;46;13;27;11;4;3;46
15.11.2020;38;17;25;18;1;4;38
16.11.2020;41;17;25;16; ;3;41
17.11.2020;43;20;25;16; ;4;43
18.11.2020;50;17;25;22; ;5;50
19.11.2020;45;18;23;25;1;6;45
20.11.2020;56;15;24;14; ;4;56
21.11.2020;41;15;17;20; ;5;41
22.11.2020;46;26;16;24;2;7;46
23.11.2020;71;18;21;19;5;4;71
24.11.2020;55;24;17;21;5;5;55
25.11.2020;66;25;7;28;4;8;66
26.11.2020;74;32; ;27;7;10;74
27.11.2020;87;44;1;26;6;9;87
28.11.2020;106;38;10;22;4;8;106
29.11.2020;99;28;19;21;4;9;99
30.11.2020;83;17;18;25;4;8;83
01.12.2020;47;29;4;31;6;10;47
02.12.2020;72;20;17;28;10;9;72
03.12.2020;54;16;17;27;12;10;54
04.12.2020;54;18;20;24;10;9;54
05.12.2020;47;21;16;22;8;9;47
06.12.2020;61;24;9;25;10;10;61
07.12.2020;63;30;5;30;9;13;63
08.12.2020;76;27;12;28;8;10;76
09.12.2020;53;20;15;18;10;9;53
10.12.2020;46;20;19;20;13;9;46
11.12.2020;53;22;16;19;9;8;53
12.12.2020;39;11;12;21;2;8;39
13.12.2020;18;16;15;26;4;7;26
14.12.2020;25;17;14;31;3;8;31
15.12.2020;23;15;23;27;2;8;27
16.12.2020;19;22;19;25;4;8;25
17.12.2020;22;18;22;18;1;5;22
18.12.2020;37;15;25;15;1;2;37
19.12.2020;42;14;26;13; ;2;42
20.12.2020;33;16;23;15;1;3;33
21.12.2020;48;19;23;20;1;3;48
22.12.2020;58;16;24;21;1;5;58
23.12.2020;51;10;26;11; ;7;51
24.12.2020;32;10;22;17; ;9;32
25.12.2020;42;7;29;11; ;7;42
26.12.2020;37;10;25;10;7;7;37
27.12.2020;37;16;12;19;8;9;37
28.12.2020;58;20;17;21;6;8;58
29.12.2020;62;24;9;29;3;10;62
30.12.2020;76;23;12;21;4;10;76
31.12.2020;78;54;12;22;2;8;78
01.01.2021;86;36;14;18; ;8;86
02.01.2021;61;28;14;10; ;9;61
03.01.2021;47; ; ; ; ; ;47
